PULocationID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,105,106,107,108,109,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,255,256,257,258,259,260,261,262,263,264,265
1,440,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,3,0,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,4,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,32,44
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,7,1,2,2,0,2,1,2,0,0,16,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,7,1,1,2,1,0,5,0,1,0,0,2,0,0,0,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,2,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,3,0,1,2,0,0,5,1,0,0,0,0,0,0,2,0,2,14,0,0,0,0,0,8,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,4,0,4,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,66,1,0,0,1,0,2,0,1,4,0,1,1,0,0,2,10,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2
4,34,0,1,978,0,0,78,0,0,1,1,14,283,18,1,2,80,8,0,0,2,1,1,40,97,2,0,1,3,0,2,5,122,6,4,45,84,1,3,44,103,126,105,0,355,2,4,507,63,220,1,28,2,13,4,1,0,0,0,2,68,20,4,0,80,76,1,733,5,1,5,8,0,166,264,4,4,15,2329,89,2,6,12,0,6,1,550,258,38,666,9,2,6,4,11,0,93,0,0,335,0,4,0,17,1530,0,0,0,127,863,1232,0,44,3,0,3,2,2,0,3,0,243,2,12,0,21,0,1,144,11,0,0,3,1181,98,0,446,390,255,147,881,65,23,2,1424,3,1,96,26,2,1,2,0,8,369,6,6,375,388,233,571,5,83,9,29,5,960,0,0,2,2,0,0,7,2,29,1,105,1,4,0,2,694,0,45,53,10,1,1,9,4,28,1,2,22,7,3,9,1,0,0,0,0,3,226,0,615,5,6,0,1,3,16,0,2,6,0,1,45,400,59,52,4,29,470,277,761,1023,522,993,4,288,266,190,209,1,4,4,24,46,0,364,8,2,1092,11,0,1,0,176,267,13,3,4,13,222,367,363,48,28
5,0,0,0,0,3,1,11,0,0,0,6,0,0,2,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0
6,1,0,0,0,1,23,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
7,8,0,1,31,12,0,5044,31,7,6,4,2,35,10,8,11,22,7,2,5,1,13,0,17,16,3,0,48,1,1,0,5,16,5,7,25,59,1,2,9,57,45,139,10,13,0,4,262,20,71,8,2,33,13,3,92,23,2,0,3,21,6,8,7,13,5,0,129,18,148,2,2,20,134,267,7,1,3,206,123,2,400,188,0,2,7,43,34,5,89,4,101,40,1,92,3,36,7,0,148,3,17,0,3,248,3,0,1,190,71,54,0,55,4,1,6,1,19,1,1,4,86,5,10,2,1054,46,24,139,9,28,30,6,351,413,2,553,482,195,83,34,999,1473,3,68,0,4,44,28,1,0,0,0,66,19,9,32,329,242,204,191,1,32,9,30,18,282,30,0,196,9,0,0,6,1,1786,3,29,9,5,0,4,323,1,6,6,2,7,18,1751,5,4,55,28,50,3,1,208,1,2,15,1,23,7,63,2,15,11,6,0,6,33,3,5,4,5,1,1,1996,18,17,1310,5,9,343,162,30,35,331,199,13,323,628,181,172,3,2,10,29,66,0,66,6,4,53,1,5,22,3,86,29,3,26,0,793,51,145,204,48,63
8,1,0,0,2,0,0,23,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,4,0,5,6,4,6,0,4,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,2,5,1,1,0,7,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,2,0,2,0,1,0,9,3,7,10,0,1,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,1,1,0,6,13,0,8
9,1,0,0,0,0,0,1,0,10,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,6,2,1,0,0,5,0,1,2,1,1,1,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
